model,epistemic_label,analysis_role,status,term,coefficient_probability_units,coefficient_percentage_points,standard_error_probability_units,standard_error_percentage_points,t_cluster,p_value_two_sided,rows_raw,rows_identifying,chooser_clusters,outcome_mean,price_mean,elasticity_estimate,elasticity_se,elasticity_ci95_low,elasticity_ci95_high,causal_claim
X_pooled_lpm_log_price_piecewise_reference_controls,X,exploratory_between_within_comparison,ESTIMATED,draw_nonnegative,0.004907017405483584,0.49070174054835836,8.712466944345e-05,0.008712466944345,56.321790795069596,0.0,17328130,17328130,2685525,0.028114401265456803,9.977606383043597,,,,,False
X_pooled_lpm_log_price_piecewise_reference_controls,X,exploratory_between_within_comparison,ESTIMATED,z_engine_eval_cp,0.027469054676830806,2.7469054676830806,0.00033342847623259,0.033342847623259,82.38364937273441,0.0,17328130,17328130,2685525,0.028114401265456803,9.977606383043597,,,,,False
X_pooled_lpm_log_price_piecewise_reference_controls,X,exploratory_between_within_comparison,ESTIMATED,z_chooser_rd,-0.003995168588180831,-0.3995168588180831,0.00015767452334905174,0.015767452334905174,-25.338073033755315,1.2163742775867994e-141,17328130,17328130,2685525,0.028114401265456803,9.977606383043597,,,,,False
X_pooled_lpm_log_price_piecewise_reference_controls,X,exploratory_between_within_comparison,ESTIMATED,z_opponent_rd,0.0014989849962444846,0.14989849962444846,5.7257838651668284e-05,0.005725783865166829,26.179559542295255,4.542402494944814e-151,17328130,17328130,2685525,0.028114401265456803,9.977606383043597,,,,,False
X_pooled_lpm_log_price_piecewise_reference_controls,X,exploratory_between_within_comparison,ESTIMATED,z_log_chooser_clock,-0.009052584896549594,-0.9052584896549594,0.0001247893688635451,0.01247893688635451,-72.54291754971875,0.0,17328130,17328130,2685525,0.028114401265456803,9.977606383043597,,,,,False
X_pooled_lpm_log_price_piecewise_reference_controls,X,exploratory_between_within_comparison,ESTIMATED,z_log_opponent_clock,0.017046891301726375,1.7046891301726375,0.00015301308194004757,0.015301308194004756,111.40806449742355,0.0,17328130,17328130,2685525,0.028114401265456803,9.977606383043597,,,,,False
X_pooled_lpm_log_price_piecewise_reference_controls,X,exploratory_between_within_comparison,ESTIMATED,log_opponent_clock_missing,0.0028698142297093575,0.28698142297093576,0.007669280298134265,0.7669280298134266,0.3741960285905195,0.7082584784605608,17328130,17328130,2685525,0.028114401265456803,9.977606383043597,,,,,False
X_pooled_lpm_log_price_piecewise_reference_controls,X,exploratory_between_within_comparison,ESTIMATED,engine_eval_z2,-0.0032874791994736002,-0.32874791994736,4.3164843255796166e-05,0.004316484325579617,-76.16103642475659,0.0,17328130,17328130,2685525,0.028114401265456803,9.977606383043597,,,,,False
X_pooled_lpm_log_price_piecewise_reference_controls,X,exploratory_between_within_comparison,ESTIMATED,tournament,-0.010935601097029839,-1.093560109702984,0.0002520709005694609,0.025207090056946088,-43.38303656758831,0.0,17328130,17328130,2685525,0.028114401265456803,9.977606383043597,,,,,False
X_pooled_lpm_log_price_piecewise_reference_controls,X,exploratory_between_within_comparison,ESTIMATED,month_trend_z,-0.0001276784826090918,-0.012767848260909178,5.8267555362270856e-05,0.005826755536227086,-2.191244884314566,0.02843407613923549,17328130,17328130,2685525,0.028114401265456803,9.977606383043597,,,,,False
X_pooled_lpm_log_price_piecewise_reference_controls,X,exploratory_between_within_comparison,ESTIMATED,month_trend_z2,-9.652982803412947e-05,-0.009652982803412948,5.784491079879424e-05,0.0057844910798794235,-1.6687695892538503,0.09516305174670595,17328130,17328130,2685525,0.028114401265456803,9.977606383043597,,,,,False
X_pooled_lpm_log_price_piecewise_reference_controls,X,exploratory_between_within_comparison,ESTIMATED,speed_1,-0.03830795596820735,-3.8307955968207352,0.011755865882865325,1.1755865882865324,-3.258624787821272,0.0011195362781865805,17328130,17328130,2685525,0.028114401265456803,9.977606383043597,,,,,False
X_pooled_lpm_log_price_piecewise_reference_controls,X,exploratory_between_within_comparison,ESTIMATED,speed_2,-0.051318267463670963,-5.131826746367096,0.011759646692236123,1.1759646692236123,-4.36392936001657,1.2774684305814303e-05,17328130,17328130,2685525,0.028114401265456803,9.977606383043597,,,,,False
X_pooled_lpm_log_price_piecewise_reference_controls,X,exploratory_between_within_comparison,ESTIMATED,speed_3,-0.061919156858607494,-6.191915685860749,0.011766452143237438,1.1766452143237438,-5.262347231335526,1.4222783036595422e-07,17328130,17328130,2685525,0.028114401265456803,9.977606383043597,,,,,False
X_pooled_lpm_log_price_piecewise_reference_controls,X,exploratory_between_within_comparison,ESTIMATED,speed_4,-0.07464586372168469,-7.464586372168469,0.011790406997560496,1.1790406997560496,-6.3310675990344825,2.4347063965610586e-10,17328130,17328130,2685525,0.028114401265456803,9.977606383043597,,,,,False
X_nonparametric_price20_chooser_fe_piecewise_reference,X,exploratory_nonparametric,ESTIMATED,price_bin_1,0.0009988816206020915,0.09988816206020915,0.00020201437593307604,0.020201437593307604,4.944606620139767,7.629777476998349e-07,17328130,16444516,1801928,0.028114401265456803,,,,,,False
X_nonparametric_price20_chooser_fe_piecewise_reference,X,exploratory_nonparametric,ESTIMATED,price_bin_2,0.0007217502321387181,0.07217502321387181,0.00020118454678510553,0.020118454678510554,3.5875033329953157,0.0003338594665633302,17328130,16444516,1801928,0.028114401265456803,,,,,,False
X_nonparametric_price20_chooser_fe_piecewise_reference,X,exploratory_nonparametric,ESTIMATED,price_bin_3,0.0001153489501288936,0.011534895012889361,0.00019894209793931716,0.019894209793931715,0.5798116704493497,0.5620416266275281,17328130,16444516,1801928,0.028114401265456803,,,,,,False
X_nonparametric_price20_chooser_fe_piecewise_reference,X,exploratory_nonparametric,ESTIMATED,price_bin_4,-5.326611729191983e-05,-0.005326611729191983,0.00020025314621442147,0.020025314621442147,-0.2659939097030966,0.790243899471522,17328130,16444516,1801928,0.028114401265456803,,,,,,False
X_nonparametric_price20_chooser_fe_piecewise_reference,X,exploratory_nonparametric,ESTIMATED,price_bin_5,0.0005341173317787759,0.053411733177877584,0.00020127605199814075,0.020127605199814075,2.6536556459469387,0.007962503888378571,17328130,16444516,1801928,0.028114401265456803,,,,,,False
X_nonparametric_price20_chooser_fe_piecewise_reference,X,exploratory_nonparametric,ESTIMATED,price_bin_6,0.0008256120804444499,0.08256120804444499,0.00020193097136289164,0.020193097136289164,4.08858569278477,4.3401121823048977e-05,17328130,16444516,1801928,0.028114401265456803,,,,,,False
X_nonparametric_price20_chooser_fe_piecewise_reference,X,exploratory_nonparametric,ESTIMATED,price_bin_7,0.001121029673349825,0.11210296733498251,0.00020241036975684895,0.020241036975684894,5.538400402590504,3.052467556615916e-08,17328130,16444516,1801928,0.028114401265456803,,,,,,False
X_nonparametric_price20_chooser_fe_piecewise_reference,X,exploratory_nonparametric,ESTIMATED,price_bin_8,0.0013308012570239357,0.13308012570239358,0.00020415806445838697,0.020415806445838697,6.518484883535862,7.102109314162995e-11,17328130,16444516,1801928,0.028114401265456803,,,,,,False
X_nonparametric_price20_chooser_fe_piecewise_reference,X,exploratory_nonparametric,ESTIMATED,price_bin_9,0.001645332989408467,0.1645332989408467,0.00020551506807125973,0.020551506807125974,8.005899542304942,1.1859651405353154e-15,17328130,16444516,1801928,0.028114401265456803,,,,,,False
X_nonparametric_price20_chooser_fe_piecewise_reference,X,exploratory_nonparametric,ESTIMATED,price_bin_10,0.002077692857100217,0.2077692857100217,0.00020677736193295157,0.020677736193295156,10.047970617663252,9.377870739269053e-24,17328130,16444516,1801928,0.028114401265456803,,,,,,False
X_nonparametric_price20_chooser_fe_piecewise_reference,X,exploratory_nonparametric,ESTIMATED,price_bin_11,0.0030756617522461017,0.30756617522461016,0.00021199873494591473,0.021199873494591473,14.507925026207193,1.0793648704355801e-47,17328130,16444516,1801928,0.028114401265456803,,,,,,False
X_nonparametric_price20_chooser_fe_piecewise_reference,X,exploratory_nonparametric,ESTIMATED,price_bin_12,0.002921865826298775,0.2921865826298775,0.00021182002921380628,0.021182002921380626,13.794096040603936,2.7659827888705894e-43,17328130,16444516,1801928,0.028114401265456803,,,,,,False
X_nonparametric_price20_chooser_fe_piecewise_reference,X,exploratory_nonparametric,ESTIMATED,price_bin_13,0.003553260102161479,0.3553260102161479,0.00021731008152450545,0.021731008152450545,16.351105651583808,4.271584113121286e-60,17328130,16444516,1801928,0.028114401265456803,,,,,,False
X_nonparametric_price20_chooser_fe_piecewise_reference,X,exploratory_nonparametric,ESTIMATED,price_bin_14,0.003850914785928589,0.3850914785928589,0.00022490494958273894,0.022490494958273894,17.12241012513555,1.0100552218581144e-65,17328130,16444516,1801928,0.028114401265456803,,,,,,False
X_nonparametric_price20_chooser_fe_piecewise_reference,X,exploratory_nonparametric,ESTIMATED,price_bin_15,0.004178435143483306,0.4178435143483306,0.00023837056449359004,0.023837056449359004,17.529157395588026,8.583197763040129e-69,17328130,16444516,1801928,0.028114401265456803,,,,,,False
X_nonparametric_price20_chooser_fe_piecewise_reference,X,exploratory_nonparametric,ESTIMATED,price_bin_16,0.005489263834998254,0.5489263834998254,0.00025561757086490654,0.025561757086490652,21.474516859012486,2.695078041597675e-102,17328130,16444516,1801928,0.028114401265456803,,,,,,False
X_nonparametric_price20_chooser_fe_piecewise_reference,X,exploratory_nonparametric,ESTIMATED,price_bin_17,0.0063276585285225746,0.6327658528522575,0.00027277470486548644,0.027277470486548643,23.197380166327875,4.839068788027378e-119,17328130,16444516,1801928,0.028114401265456803,,,,,,False
X_nonparametric_price20_chooser_fe_piecewise_reference,X,exploratory_nonparametric,ESTIMATED,price_bin_18,0.009287437071482857,0.9287437071482857,0.0003094923222929307,0.03094923222929307,30.00861863930961,7.575116305866647e-198,17328130,16444516,1801928,0.028114401265456803,,,,,,False
X_nonparametric_price20_chooser_fe_piecewise_reference,X,exploratory_nonparametric,ESTIMATED,price_bin_19,0.013931670766310309,1.393167076631031,0.0004013084976786282,0.04013084976786282,34.715613666040355,4.580185520684372e-264,17328130,16444516,1801928,0.028114401265456803,,,,,,False
X_nonparametric_price20_chooser_fe_piecewise_reference,X,exploratory_nonparametric,ESTIMATED,positive_draw_payoff,0.00012000387750474824,0.012000387750474824,1.0999912646135911e-05,0.001099991264613591,10.909530044941187,1.0379151255966754e-27,17328130,16444516,1801928,0.028114401265456803,,,,,,False
X_nonparametric_price20_chooser_fe_piecewise_reference,X,exploratory_nonparametric,ESTIMATED,negative_draw_payoff,5.8037409051907343e-05,0.005803740905190734,9.34070867210424e-06,0.0009340708672104241,6.2133839186350395,5.185554385016857e-10,17328130,16444516,1801928,0.028114401265456803,,,,,,False
X_nonparametric_price20_chooser_fe_piecewise_reference,X,exploratory_nonparametric,ESTIMATED,draw_nonnegative,0.004408303246889565,0.4408303246889565,7.456600517634365e-05,0.007456600517634365,59.11947725326334,0.0,17328130,16444516,1801928,0.028114401265456803,,,,,,False
X_heterogeneity_rating_band_below_1600_log_price_draw20_fe,X,exploratory_heterogeneity,ESTIMATED,log_price,0.0070102794876121775,0.7010279487612178,0.00019963704790459537,0.019963704790459537,35.11512297538242,3.962248752570744e-270,11028446,10290666,1254586,0.030587083619940652,11.129612682023605,0.22919084325652947,0.006526841538251326,0.21639846890875686,0.24198321760430208,False
X_heterogeneity_rating_band_1600_1999_log_price_draw20_fe,X,exploratory_heterogeneity,ESTIMATED,log_price,0.002815812270718484,0.2815812270718484,0.0003648572802090493,0.036485728020904926,7.717571838240781,1.1856670569828444e-14,5078671,4789334,554044,0.024211649071184175,7.999281516878319,0.11629989607233163,0.015069493165721171,0.08676423220224565,0.1458355599424176,False
X_heterogeneity_rating_band_2000_2399_log_price_draw20_fe,X,exploratory_heterogeneity,ESTIMATED,log_price,0.0029232592129744633,0.29232592129744633,0.0009013852066308358,0.09013852066308357,3.243074316585373,0.001182473633093023,1164903,1068623,153307,0.0218241347133624,7.7866788603584425,0.13394616791769623,0.04130221969711995,0.05299530482978031,0.21489703100561214,False
X_heterogeneity_rating_band_2400_plus_log_price_draw20_fe,X,exploratory_heterogeneity,ESTIMATED,log_price,0.004811699579344451,0.4811699579344451,0.004433773278969144,0.4433773278969144,1.0852380752457362,0.2778162245781453,56110,43762,10704,0.025949028693637497,8.099864632377534,0.18542888969575352,0.17086471063390019,-0.14945978937554885,0.5203175687670559,False
X_heterogeneity_speed_bullet_log_price_draw20_fe,X,exploratory_heterogeneity,ESTIMATED,log_price,0.004903024442238472,0.4903024442238472,0.000785681665595385,0.0785681665595385,6.240472009134881,4.3625245890511775e-10,1773751,1522272,266832,0.027652133811341052,8.79069698157275,0.17731088948468707,0.02841305741378812,0.12162232026299358,0.23299945870638056,False
X_heterogeneity_speed_blitz_log_price_draw20_fe,X,exploratory_heterogeneity,ESTIMATED,log_price,0.006246823985007917,0.6246823985007917,0.00028741220865333253,0.028741220865333254,21.73472036653334,9.63682729767118e-105,9938459,9362914,1045959,0.02655713526614136,8.492650185475117,0.2352220569879092,0.010822410089531179,0.2140105229865052,0.25643359098931323,False
X_heterogeneity_speed_rapid_log_price_draw20_fe,X,exploratory_heterogeneity,ESTIMATED,log_price,0.008072860842636984,0.8072860842636984,0.0003262364783765711,0.03262364783765711,24.745426639011754,3.47244606302051e-135,5311032,4759834,682500,0.03059593691018996,12.11960528182805,0.26385401650989554,0.010662738628798721,0.24295543282088605,0.284752600198905,False
X_heterogeneity_speed_classical_log_price_draw20_fe,X,exploratory_heterogeneity,ESTIMATED,log_price,0.006739923963590557,0.6739923963590557,0.0010707465581661587,0.10707465581661588,6.294602501579701,3.0818857417711727e-10,304457,231144,40357,0.03831739785913939,27.973258721862358,0.17589722528569263,0.027944135509994358,0.12112772610699687,0.23066672446438838,False
X_heterogeneity_eval_band_below_0cp_log_price_draw20_fe,X,exploratory_heterogeneity,ESTIMATED,log_price,0.004810009689475696,0.4810009689475696,0.0003278777642203711,0.03278777642203711,14.67013080595128,1.0015180350399658e-48,4761748,4024370,878564,0.023727841120529686,9.793912608343303,0.20271585876871043,0.01381827206929021,0.17563254318432586,0.229799174353095,False
X_heterogeneity_eval_band_0_100cp_log_price_draw20_fe,X,exploratory_heterogeneity,ESTIMATED,log_price,0.005076608925175839,0.507660892517584,0.0003275929901040818,0.03275929901040818,15.496695834556519,3.6519611469712677e-54,5734999,4974109,987086,0.028849874254555232,9.74143474256123,0.17596641428599197,0.011355092476784599,0.15371084199037244,0.1982219865816115,False
X_heterogeneity_eval_band_101_300cp_log_price_draw20_fe,X,exploratory_heterogeneity,ESTIMATED,log_price,0.005808610149809785,0.5808610149809785,0.0004612343114357868,0.04612343114357868,12.593621085404575,2.289255789108978e-36,3324471,2654824,644175,0.02428506670685351,9.525791583587273,0.23918444284818588,0.018992507494559257,0.20195981218274267,0.2764090735136291,False
X_heterogeneity_eval_band_301_600cp_log_price_draw20_fe,X,exploratory_heterogeneity,ESTIMATED,log_price,0.007267721260132623,0.7267721260132624,0.0005738909141029058,0.057389091410290576,12.663942016739144,9.367475245651945e-37,2525959,1893462,506171,0.032485879620373886,10.27613093010686,0.22371939270422556,0.01766585731429552,0.18909494861218284,0.25834383679626827,False
X_heterogeneity_eval_band_above_600cp_log_price_draw20_fe,X,exploratory_heterogeneity,ESTIMATED,log_price,0.011751189274527219,1.1751189274527218,0.001162994072732419,0.1162994072732419,10.10425551603901,5.289579385352273e-24,980953,559039,182935,0.046828951030273624,13.012544874565943,0.2509385543769793,0.024834937515055062,0.20226297128916873,0.29961413746478993,False
X_heterogeneity_temporal_half_first12_log_price_draw20_fe,X,exploratory_heterogeneity,ESTIMATED,log_price,0.005567458231778559,0.5567458231778559,0.00023747407509174792,0.02374740750917479,23.444488538917675,1.5046147412018799e-121,8575710,7977997,1147212,0.028031148441353543,9.764320475394175,0.19861684380954756,0.008471792569918729,0.18201243548801282,0.21522125213108229,False
X_heterogeneity_temporal_half_second12_log_price_draw20_fe,X,exploratory_heterogeneity,ESTIMATED,log_price,0.0059086742781167155,0.5908674278116716,0.00023485362389439923,0.023485362389439924,25.158965742736513,1.1274629984387983e-139,8752420,8116507,1177516,0.028195973227975804,10.186586081354264,0.2095573800678098,0.008329332064387815,0.19323218920633503,0.22588257092928457,False
X_heterogeneity_rating_certainty_either_rd_above_110_log_price_draw20_fe,X,exploratory_heterogeneity,ESTIMATED,log_price,0.006387682487104864,0.6387682487104864,0.00041943792958243283,0.041943792958243284,15.229148430767948,2.2652272474180917e-52,1629715,824361,273049,0.03877365060762158,40.172263281987746,0.16474287014515118,0.010817602237845142,0.1435407593598948,0.18594498093040757,False
X_heterogeneity_rating_certainty_both_rd_le_110_log_price_draw20_fe,X,exploratory_heterogeneity,ESTIMATED,log_price,0.006564672892882625,0.6564672892882625,0.00023499743727611324,0.023499743727611325,27.935082905476023,1.0006705897093469e-171,15698415,15037196,1648796,0.027007822127265716,6.842978761843448,0.2430656149151422,0.0087010880095686,0.22601179579007444,0.26011943404021,False
X_heterogeneity_activity_quartile_q2_log_price_draw20_fe,X,exploratory_heterogeneity,ESTIMATED,log_price,0.004974998278070141,0.49749982780701413,0.00046143099715150674,0.046143099715150675,10.781673335301843,4.201717926639083e-27,1190491,978287,459180,0.04355093822632847,22.625984813139222,0.11423400920126527,0.010595202214783776,0.09346779445137005,0.1350002239511605,False
X_heterogeneity_activity_quartile_q3_log_price_draw20_fe,X,exploratory_heterogeneity,ESTIMATED,log_price,0.005561521528742166,0.5561521528742166,0.00027025778258241444,0.027025778258241442,20.57858047823727,4.27003391485967e-94,3025315,3025315,671381,0.0373210723511436,10.79681997827884,0.14901826711771182,0.007241425970819758,0.1348253330181921,0.16321120121723154,False
X_heterogeneity_activity_quartile_q4_log_price_draw20_fe,X,exploratory_heterogeneity,ESTIMATED,log_price,0.006892928553225951,0.6892928553225951,0.0002318996679246923,0.02318996679246923,29.723753444374825,3.788166378358866e-194,12440942,12440942,671381,0.023270665517128846,6.9067286250651705,0.29620676504297955,0.009965321694559952,0.27667509342728636,0.31573843665867274,False
X_heterogeneity_lagged_kindness_none_prior_log_price_draw20_fe,X,exploratory_heterogeneity,ESTIMATED,log_price,-0.006573836079890692,-0.6573836079890691,0.00010486696041054587,0.010486696041054587,-62.6873903291813,0.0,15882714,14928501,1731315,0.015675091801061206,10.220874646423452,-0.41938102585438397,0.00669003803878497,-0.43249325946560546,-0.4062687922431625,False
X_heterogeneity_lagged_kindness_one_prior_log_price_draw20_fe,X,exploratory_heterogeneity,ESTIMATED,log_price,0.002874400883192509,0.28744008831925094,0.001246321440718561,0.12463214407185609,2.3063078185795205,0.021093438579208607,877830,809179,110724,0.09041841814474329,7.442221958516774,0.03178999303649751,0.013783933254875452,0.0047739802916376625,0.058806005781357355,False
X_heterogeneity_lagged_kindness_two_plus_prior_log_price_draw20_fe,X,exploratory_heterogeneity,ESTIMATED,log_price,0.01412280959848755,1.412280959848755,0.0038971859227549667,0.38971859227549666,3.6238480479022077,0.00029025216869328076,567586,557225,54212,0.27984305462079756,7.091482089709194,0.05046689337216076,0.013926327126595526,0.02317179376711035,0.07776199297721118,False
X_conditional_chooser_fe_poisson_log_price_piecewise_controls,X,exploratory_log_link_sensitivity,ESTIMATED,log_price,0.20011264055369019,,0.007888626220768415,,25.36723568253911,5.8006056824894056e-142,2452388,,248963,,,0.20011264055369019,0.007888626220768415,0.18465121727348577,0.2155740638338946,False
X_conditional_chooser_fe_poisson_log_price_piecewise_controls,X,exploratory_log_link_sensitivity,ESTIMATED,positive_draw_payoff_z,0.014132319371599873,,0.002655962595429775,,5.32097831344385,1.0321070706781282e-07,2452388,,248963,,,,,,,False
X_conditional_chooser_fe_poisson_log_price_piecewise_controls,X,exploratory_log_link_sensitivity,ESTIMATED,negative_draw_payoff_z,0.012519243278826524,,0.0022462410765175305,,5.573419260160528,2.497874468554385e-08,2452388,,248963,,,,,,,False
X_conditional_chooser_fe_poisson_log_price_piecewise_controls,X,exploratory_log_link_sensitivity,ESTIMATED,draw_nonnegative_z,0.08027972942542252,,0.00142846349033394,,56.200056892357175,0.0,2452388,,248963,,,,,,,False
X_conditional_chooser_fe_poisson_log_price_piecewise_controls,X,exploratory_log_link_sensitivity,ESTIMATED,engine_eval_z,1.236668475542963,,0.0095563150320801,,129.40850855078816,0.0,2452388,,248963,,,,,,,False
X_conditional_chooser_fe_poisson_log_price_piecewise_controls,X,exploratory_log_link_sensitivity,ESTIMATED,engine_eval_z2,-0.14948574163637415,,0.0012294159972388924,,-121.5908544968502,0.0,2452388,,248963,,,,,,,False
X_conditional_chooser_fe_poisson_log_price_piecewise_controls,X,exploratory_log_link_sensitivity,ESTIMATED,z_chooser_rd,-0.04442425597738695,,0.005096683910702327,,-8.716305887461884,2.8742610434824318e-18,2452388,,248963,,,,,,,False
X_conditional_chooser_fe_poisson_log_price_piecewise_controls,X,exploratory_log_link_sensitivity,ESTIMATED,z_opponent_rd,0.011944154150047626,,0.0015425057165508469,,7.743345144130557,9.683470915270242e-15,2452388,,248963,,,,,,,False
X_conditional_chooser_fe_poisson_log_price_piecewise_controls,X,exploratory_log_link_sensitivity,ESTIMATED,z_log_chooser_clock,-0.17060391173743425,,0.003111540474736292,,-54.82940463819395,0.0,2452388,,248963,,,,,,,False
X_conditional_chooser_fe_poisson_log_price_piecewise_controls,X,exploratory_log_link_sensitivity,ESTIMATED,z_log_opponent_clock,0.48530280344445426,,0.005175544424606172,,93.76845480007312,0.0,2452388,,248963,,,,,,,False
X_conditional_chooser_fe_poisson_log_price_piecewise_controls,X,exploratory_log_link_sensitivity,ESTIMATED,log_opponent_clock_missing,0.523600589539955,,0.5485172213501714,,0.95457456787066,0.339792883374817,2452388,,248963,,,,,,,False
X_conditional_chooser_fe_poisson_log_price_piecewise_controls,X,exploratory_log_link_sensitivity,ESTIMATED,tournament,-0.7322734111477224,,0.016940948110603867,,-43.225054841491996,0.0,2452388,,248963,,,,,,,False
X_conditional_chooser_fe_poisson_log_price_piecewise_controls,X,exploratory_log_link_sensitivity,ESTIMATED,month_trend_z,-0.03155257108980382,,0.0021468627657904855,,-14.697060097451551,6.731956493260725e-49,2452388,,248963,,,,,,,False
X_conditional_chooser_fe_poisson_log_price_piecewise_controls,X,exploratory_log_link_sensitivity,ESTIMATED,month_trend_z2,-0.009736064113189563,,0.002013584941256244,,-4.835189176134475,1.3301907187578984e-06,2452388,,248963,,,,,,,False
X_conditional_chooser_fe_poisson_log_price_piecewise_controls,X,exploratory_log_link_sensitivity,ESTIMATED,speed_1,-1.2637832515667042,,0.34758433600339256,,-3.635903925067467,0.0002770075663833758,2452388,,248963,,,,,,,False
X_conditional_chooser_fe_poisson_log_price_piecewise_controls,X,exploratory_log_link_sensitivity,ESTIMATED,speed_2,-1.618780631651524,,0.3477656252023993,,-4.6548034490453025,3.2428991092482344e-06,2452388,,248963,,,,,,,False
X_conditional_chooser_fe_poisson_log_price_piecewise_controls,X,exploratory_log_link_sensitivity,ESTIMATED,speed_3,-1.9884378704462873,,0.3480083602338732,,-5.713764661027082,1.1050379432655262e-08,2452388,,248963,,,,,,,False
X_conditional_chooser_fe_poisson_log_price_piecewise_controls,X,exploratory_log_link_sensitivity,ESTIMATED,speed_4,-2.390422668385379,,0.3488777694700767,,-6.851748312929999,7.295282906776565e-12,2452388,,248963,,,,,,,False
